,movieCd,movieNm_x,movieNm_y,url
481,20060262.0,월드 트레이드 센터,월드 트레이드 센터 (World Trade Center),/movie/bi/mi/basic.nhn?code=57994
482,20060087.0,인사이드 맨,인사이드 맨 (Inside Man),/movie/bi/mi/basic.nhn?code=57488
483,20060338.0,그해 여름,그해 여름 (Once In A Summer),/movie/bi/mi/basic.nhn?code=46985
484,20060202.0,유실물,À¯½Ç¹° (ë¶ã÷Úª: Ghost Train),/movie/bi/mi/basic.nhn?code=61717
485,20060089.0,식스틴블럭,식스틴 블럭 (16 Blocks),/movie/bi/mi/basic.nhn?code=58287
486,20060080.0,드리머,드리머 (Dreamer: Inspired By A True Story),/movie/bi/mi/basic.nhn?code=43609
487,20060038.0,웨딩 크래셔,웨딩 크래셔 (Wedding Crashers),/movie/bi/mi/basic.nhn?code=42253
488,20060223.0,겁나는 여친의 완벽한 비밀,겁나는 여친의 완벽한 비밀 (My Super Ex-Girlfriend),/movie/bi/mi/basic.nhn?code=58255
489,20060090.0,아이스 에이지 2,아이스 에이지 2 (Ice Age: The Meltdown),/movie/bi/mi/basic.nhn?code=42846
490,20060022.0,가부와 메이 이야기,가부와 메이 이야기 (あらしのよるに),/movie/bi/mi/basic.nhn?code=57278
491,20060291.0,잘 살아보세,잘 살아보세 (Live Good),/movie/bi/mi/basic.nhn?code=57570
492,20060364.0,저스트 프렌드,저스트 프렌드 (Just Friends),/movie/bi/mi/basic.nhn?code=56671
493,20060125.0,"생, 날선생",생날선생 (Mr. Wacky),/movie/bi/mi/basic.nhn?code=55688
494,20060237.0,앤트 불리,앤트 불리 (The Ant Bully),/movie/bi/mi/basic.nhn?code=62626
495,20060234.0,"두뇌유희프로젝트, 퍼즐","두뇌유희 프로젝트, 퍼즐 (Puzzle)",/movie/bi/mi/basic.nhn?code=61104
496,20122803.0,파이스토리 : 악당상어 소탕작전,파이스토리 : 악당상어 소탕작전 (The Reef 2: High Tide),/movie/bi/mi/basic.nhn?code=100938
497,20060180.0,파이스토리,파이 스토리 (Pi's Story),/movie/bi/mi/basic.nhn?code=60618
498,20060093.0,국경의 남쪽,국경의 남쪽 (South Of The Border),/movie/bi/mi/basic.nhn?code=50278
499,20090210.0,13구역: 얼티메이텀,13구역: 얼티메이텀 (Banlieue 13 - Ultimatum),/movie/bi/mi/basic.nhn?code=52307
500,20060240.0,13구역,13 구역 (Banlieue 13),/movie/bi/mi/basic.nhn?code=39804
501,20060220.0,"사랑하니까, 괜찮아","사랑하니까, 괜찮아 (Fly High)",/movie/bi/mi/basic.nhn?code=57661
502,20050360.0,내니맥피-우리 유모는 마법사,내니 맥피 - 우리 유모는 마법사 (Nanny McPhee),/movie/bi/mi/basic.nhn?code=54435
503,20060212.0,게드전기 : 어스시의 전설,게드전기 - 어스시의 전설 (ゲド戰記: Tales From Earthsea),/movie/bi/mi/basic.nhn?code=57412
504,20060040.0,브로크백 마운틴,브로크백 마운틴 (Brokeback Mountain),/movie/bi/mi/basic.nhn?code=43516
505,20060339.0,사랑할 때 이야기하는 것들,사랑할 때 이야기하는 것들 (Solace),/movie/bi/mi/basic.nhn?code=60548
506,20060311.0,어느 멋진 순간,어느 멋진 순간 (A Good Year),/movie/bi/mi/basic.nhn?code=62174
507,20060042.0,앙코르,앙코르 (Walk The Line),/movie/bi/mi/basic.nhn?code=42493
508,20060173.0,패스트 앤 퓨리어스 도쿄 드리프트,패스트 & 퓨리어스 - 도쿄 드리프트 (The Fast And The Furious: Tokyo Drift),/movie/bi/mi/basic.nhn?code=60488
509,20060192.0,사일런트 힐,사일런트 힐 (Silent Hill),/movie/bi/mi/basic.nhn?code=57684
510,20060373.0,조용한 세상,조용한 세상 (The World Of Silence),/movie/bi/mi/basic.nhn?code=55872
511,20060112.0,공필두,공필두 (Detective Mr. Gong),/movie/bi/mi/basic.nhn?code=56473
512,20060247.0,해변의 여인,해변의 여인 (Woman On The Beach),/movie/bi/mi/basic.nhn?code=45749
513,20060052.0,엑소시즘 오브 에밀리 로즈,엑소시즘 오브 에밀리 로즈 (The Exorcism Of Emily Rose),/movie/bi/mi/basic.nhn?code=43520
514,20060025.0,손님은 왕이다,손님은 왕이다 (The Customer Is Always Right),/movie/bi/mi/basic.nhn?code=54254
515,20050361.0,투 브라더스,투 브라더스 (Deux freres),/movie/bi/mi/basic.nhn?code=38907
516,20149317.0,가디언즈 오브 갤럭시,가디언즈 오브 갤럭시 (Guardians of the Galaxy),/movie/bi/mi/basic.nhn?code=97857
517,20060070.0,구타유발자들,구타유발자들 (A Bloody Aria),/movie/bi/mi/basic.nhn?code=56469
518,20060272.0,구미호 가족,구미호 가족 (The Fox Family),/movie/bi/mi/basic.nhn?code=46330
519,20060024.0,파이어월,파이어월 (Firewall),/movie/bi/mi/basic.nhn?code=42462
520,20060140.0,레이크 하우스,레이크 하우스 (The Lake House),/movie/bi/mi/basic.nhn?code=42841
521,20060204.0,포켓몬 레인저와 바다의 왕자 마나피,극장판 포켓몬스터 AG : 포켓몬레인저와 바다의 왕자 마나피 (劇場版ポケットモンスター アドバンスジェネレーション ポケモンレンジャーと蒼海の王子 マナフィ),/movie/bi/mi/basic.nhn?code=61700
522,20060278.0,DOA,DOA (DOA: Dead Or Alive),/movie/bi/mi/basic.nhn?code=51510
523,20060082.0,매치 포인트,매치 포인트 (Match Point),/movie/bi/mi/basic.nhn?code=40932
524,20060232.0,센티넬,센티넬 (The Sentinel),/movie/bi/mi/basic.nhn?code=57486
525,20060076.0,에디슨 시티,에디슨 시티 (Edison),/movie/bi/mi/basic.nhn?code=14167
526,20060077.0,연리지,연리지 (連理枝: Now And Forever),/movie/bi/mi/basic.nhn?code=43495
527,20060215.0,레이디 인 더 워터,레이디 인 더 워터 (Lady In The Water),/movie/bi/mi/basic.nhn?code=57961
528,20060088.0,마이 캡틴 김대출,"마이 캡틴 김대출 (My Captain, Mr. Underground)",/movie/bi/mi/basic.nhn?code=56715
529,20050313.0,아치와 씨팍,아치와 씨팍 (Aachi & Ssipak),/movie/bi/mi/basic.nhn?code=32470
530,20060193.0,울트라바이올렛,울트라바이올렛 (Ultraviolet),/movie/bi/mi/basic.nhn?code=38930
531,20060006.0,메종 드 히미코,메종 드 히미코 (メゾン·ド·ヒミコ),/movie/bi/mi/basic.nhn?code=44022
532,20050308.0,카리스마 탈출기,카리스마 탈출기 (Escaping From Charisma),/movie/bi/mi/basic.nhn?code=42864
533,20050353.0,퍼햅스 러브,퍼햅스 러브 (如果愛),/movie/bi/mi/basic.nhn?code=43254
534,20060067.0,시리아나,시리아나 (Syriana),/movie/bi/mi/basic.nhn?code=52514
535,20060119.0,개구리중사 케로로,개구리 중사 케로로 - 최종병기 키루루 (超劇場版ケロロ軍曹),/movie/bi/mi/basic.nhn?code=45649
536,20090226.0,케로로 더 무비: 드래곤 워리어,케로로 더 무비: 드래곤 워리어 (超劇場版ケロロ軍曹 4: 擊侵ドラゴンウォリア-ズであります!),/movie/bi/mi/basic.nhn?code=52487
537,20149155.0,극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘,극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘 (それいけ!アンパンマン よみがえれ バナナ島),/movie/bi/mi/basic.nhn?code=96940
538,20060233.0,플라이트93,플라이트 93 (United 93),/movie/bi/mi/basic.nhn?code=57987
539,20060075.0,달콤한 백수와 사랑만들기,달콤한 백수와 사랑 만들기 (Failure To Launch),/movie/bi/mi/basic.nhn?code=43095
540,20060155.0,이온 플럭스,이온 플럭스 (Aeon Flux),/movie/bi/mi/basic.nhn?code=43205
541,20060276.0,무도리,무도리 (無道里: Moodori),/movie/bi/mi/basic.nhn?code=57687
542,20060084.0,"키리쿠, 키리쿠","키리쿠, 키리쿠 (Kirikou Et Les Betes Sauvages)",/movie/bi/mi/basic.nhn?code=46337
543,20060207.0,2월 29일 - 어느날 갑자기 첫번째 이야기,어느날 갑자기 첫번째 이야기 - 2월 29일 (February 29),/movie/bi/mi/basic.nhn?code=61877
544,20060388.0,네티비티 스토리-위대한 탄생,네티비티 스토리 - 위대한 탄생 (The Nativity Story),/movie/bi/mi/basic.nhn?code=61430
545,20060045.0,스윙걸즈,스윙걸즈 (スウィングガ-ルズ: Swing Girls),/movie/bi/mi/basic.nhn?code=39524
546,20060032.0,자투라:스페이스 어드벤쳐,자투라 - 스페이스 어드벤쳐 (Zathura: A Space Adventure),/movie/bi/mi/basic.nhn?code=51460
547,20060139.0,하프 라이트,하프 라이트 (Half Light),/movie/bi/mi/basic.nhn?code=59040
548,20060145.0,러닝 스케어드,러닝 스케어드 (Running Scared),/movie/bi/mi/basic.nhn?code=58434
549,20060179.0,밴디다스,밴디다스 (Bandidas),/movie/bi/mi/basic.nhn?code=56723
550,20060185.0,유레루,유레루 (ゆれる: Yureru),/movie/bi/mi/basic.nhn?code=60510
551,20050352.0,당신이 그녀라면,당신이 그녀라면 (In Her Shoes),/movie/bi/mi/basic.nhn?code=43511
552,20145021.0,와일드,와일드 (Wild),/movie/bi/mi/basic.nhn?code=118395
553,20060343.0,무지개 여신,무지개 여신 (Rainbow Song),/movie/bi/mi/basic.nhn?code=63485
554,20060341.0,후회하지 않아,후회하지 않아 (No Regret),/movie/bi/mi/basic.nhn?code=50304
555,20060144.0,크립,크립 (Creep),/movie/bi/mi/basic.nhn?code=41838
556,20060208.0,네번째 층 - 어느날 갑자기 두번째 이야기,어느날 갑자기 두번째 이야기 - 네번째 층 (Forbidden Floor),/movie/bi/mi/basic.nhn?code=61878
557,20060126.0,행운을 돌려줘!,행운을 돌려줘 (Just My Luck),/movie/bi/mi/basic.nhn?code=57489
558,20060037.0,스위트 룸,스위트 룸 (Where The Truth Lies),/movie/bi/mi/basic.nhn?code=40921
559,20060121.0,안소니 짐머,안소니 짐머 (Anthony Zimmer),/movie/bi/mi/basic.nhn?code=42874
560,20060177.0,전차남,전차남 (電車男),/movie/bi/mi/basic.nhn?code=42506
561,20161364.0,귀향,귀향 (Spirits' Homecoming),/movie/bi/mi/basic.nhn?code=135843
562,20060095.0,콘스탄트 가드너,콘스탄트 가드너 (The Constant Gardener),/movie/bi/mi/basic.nhn?code=43370
563,20060236.0,폭력써클,폭력써클 (Gangster High),/movie/bi/mi/basic.nhn?code=57874
564,20060365.0,수면의 과학,수면의 과학 (La Science des reves),/movie/bi/mi/basic.nhn?code=44354
565,20060227.0,D-day-어느날 갑자기 세번째 이야기,어느날 갑자기 세번째 이야기 - D-day,/movie/bi/mi/basic.nhn?code=61879
566,20060182.0,클림트,클림트 (Klimt),/movie/bi/mi/basic.nhn?code=49435
567,20060074.0,에이트 빌로우,에이트 빌로우 (Eight Below),/movie/bi/mi/basic.nhn?code=58323
568,20060178.0,내 남자의 유통기한,내 남자의 유통기한 (Der Fischer Und Seine Frau),/movie/bi/mi/basic.nhn?code=45684
569,20060273.0,삼거리극장,삼거리 극장 (The Ghost Theater),/movie/bi/mi/basic.nhn?code=60504
570,20060010.0,알리바이,알리바이 (The Alibi),/movie/bi/mi/basic.nhn?code=56713
571,20060389.0,오래된 정원,오래된 정원 (The Old Garden),/movie/bi/mi/basic.nhn?code=57718
572,20060200.0,내 청춘에게 고함,내 청춘에게 고함 (Don't Look Back),/movie/bi/mi/basic.nhn?code=54445
573,20060013.0,타임 투 리브,타임 투 리브 (Le Temps Qui Reste),/movie/bi/mi/basic.nhn?code=44214
574,20060104.0,노스 컨츄리,노스 컨츄리 (North Country),/movie/bi/mi/basic.nhn?code=39377
575,20060083.0,내 곁에 있어줘,내 곁에 있어줘 (Be With Me),/movie/bi/mi/basic.nhn?code=44039
576,20060392.0,미스 리틀 선샤인,미스 리틀 선샤인 (Little Miss Sunshine),/movie/bi/mi/basic.nhn?code=60530
577,20060314.0,보리밭을 흔드는 바람,보리밭을 흔드는 바람 (The Wind That Shakes The Barley),/movie/bi/mi/basic.nhn?code=49380
578,20060206.0,사이렌,사이렌 (サイレン: Siren),/movie/bi/mi/basic.nhn?code=44320
579,20060023.0,박치기!,¹ÚÄ¡±â! («Ñ«Ã«Á«®!),/movie/bi/mi/basic.nhn?code=40032
580,20060255.0,호텔 르완다,호텔 르완다 (Hotel Rwanda),/movie/bi/mi/basic.nhn?code=39813
581,20060043.0,이니셜 D,이니셜 D - 극장판 (頭文字D: Initial D),/movie/bi/mi/basic.nhn?code=38921
582,20060158.0,사랑도 흥정이 되나요?,사랑도 흥정이 되나요? (Combien Tu M'Aimes?),/movie/bi/mi/basic.nhn?code=49906
583,20060211.0,라스트 키스,라스트 키스 (L'Ultimo Bacio),/movie/bi/mi/basic.nhn?code=34067
584,20070316.0,디워,디 워 (D-War),/movie/bi/mi/basic.nhn?code=39569
585,20122021.0,트랜스포머: 사라진 시대,트랜스포머: 사라진 시대 (Transformers: Age of Extinction),/movie/bi/mi/basic.nhn?code=100691
586,20110659.0,트랜스포머 3,트랜스포머 3 (Transformers: Dark Of The Moon),/movie/bi/mi/basic.nhn?code=70241
587,20090303.0,트랜스포머: 패자의 역습,트랜스포머: 패자의 역습 (Transformers: Revenge Of The Fallen),/movie/bi/mi/basic.nhn?code=68052
588,20070061.0,트랜스포머,트랜스포머 (Transformers),/movie/bi/mi/basic.nhn?code=61521
589,20070209.0,화려한 휴가,화려한 휴가 (May 18),/movie/bi/mi/basic.nhn?code=58018
590,20070056.0,스파이더맨 3,스파이더맨 3 (Spider-Man 3),/movie/bi/mi/basic.nhn?code=43157
591,20070057.0,캐리비안의 해적: 세상의 끝에서,캐리비안의 해적 - 세상의 끝에서 (Pirates Of The Caribbean: At World's End),/movie/bi/mi/basic.nhn?code=43679
592,20070063.0,해리 포터와 불사조 기사단,해리 포터와 불사조 기사단 (Harry Potter And The Order Of The Phoenix),/movie/bi/mi/basic.nhn?code=57095
593,20070060.0,다이 하드 4 : 죽어도 산다,다이 하드 4.0 (Live Free Or Die Hard),/movie/bi/mi/basic.nhn?code=40133
594,20070015.0,그놈 목소리,그놈 목소리 (Voice Of A Murder),/movie/bi/mi/basic.nhn?code=61698
595,20090926.0,식객2 : 김치전쟁,식객: 김치전쟁,/movie/bi/mi/basic.nhn?code=52144
596,20070435.0,식객,식객 (Le Grand Chef),/movie/bi/mi/basic.nhn?code=62167
597,20147247.0,300: 제국의 부활,300: 제국의 부활 (300: Rise of an Empire),/movie/bi/mi/basic.nhn?code=91192
598,20070033.0,300,300,/movie/bi/mi/basic.nhn?code=58072
599,20070116.0,슈렉3,슈렉 3 (Shrek The Third),/movie/bi/mi/basic.nhn?code=43838
600,20070014.0,1번가의 기적,1번가의 기적 (Miracle On 1st Street),/movie/bi/mi/basic.nhn?code=61103
601,20070550.0,나는 전설이다,나는 전설이다 (I Am Legend),/movie/bi/mi/basic.nhn?code=64191
602,20070551.0,황금 나침반,황금나침반 (The Golden Compass),/movie/bi/mi/basic.nhn?code=61427
603,20070434.0,바르게 살자,바르게 살자 (Going By The Book),/movie/bi/mi/basic.nhn?code=65540
604,20070104.0,극락도 살인사건,극락도 살인사건 (Paradise Murdered),/movie/bi/mi/basic.nhn?code=47421
605,20070466.0,세븐 데이즈,세븐 데이즈 (Seven Days),/movie/bi/mi/basic.nhn?code=60753
606,20090340.0,걸어도 걸어도,걸어도 걸어도 (歩いても　歩いても),/movie/bi/mi/basic.nhn?code=50749
607,20070422.0,본 얼티메이텀,본 얼티메이텀 (The Bourne Ultimatum),/movie/bi/mi/basic.nhn?code=59075
608,20070585.0,어거스트 러쉬,어거스트 러쉬 (August Rush),/movie/bi/mi/basic.nhn?code=66158
609,20070582.0,"색, 계","색, 계 (色, 戒)",/movie/bi/mi/basic.nhn?code=61101
610,20060421.0,바람피기 좋은 날,바람 피기 좋은 날 (A Good Day To Have An Affair),/movie/bi/mi/basic.nhn?code=62290
611,20070637.0,색즉시공 시즌2,색즉시공 시즌 2 (Sex Is Zero 2),/movie/bi/mi/basic.nhn?code=62219
612,20070115.0,밀양,밀양 (Secret Sunshine),/movie/bi/mi/basic.nhn?code=48747
613,20070421.0,권순분여사 납치사건,권순분 여사 납치사건 (Mission Possible: Kidnapping Granny K),/movie/bi/mi/basic.nhn?code=65649
614,20070020.0,복면달호,복면 달호 (Highway Star),/movie/bi/mi/basic.nhn?code=62638
615,20070058.0,오션스 써틴,오션스 13 (Ocean's Thirteen),/movie/bi/mi/basic.nhn?code=57758
616,20070497.0,궁녀,궁녀 (宮女),/movie/bi/mi/basic.nhn?code=66363
617,20070205.0,검은 집,검은 집 (Black House),/movie/bi/mi/basic.nhn?code=65541
618,20070089.0,만남의 광장,만남의 광장 (Underground Rendez-vous),/movie/bi/mi/basic.nhn?code=63722
619,20070380.0,즐거운 인생,즐거운 인생 (Happy Life),/movie/bi/mi/basic.nhn?code=65463
620,20070128.0,황진이,황진이 (Hwang Jin-yi),/movie/bi/mi/basic.nhn?code=60311
621,20060417.0,최강로맨스,최강 로맨스 (The Perfect Couple),/movie/bi/mi/basic.nhn?code=63150
622,20070151.0,못말리는 결혼,못말리는 결혼 (Unstoppable Marriage),/movie/bi/mi/basic.nhn?code=64247
623,20070084.0,이장과 군수,이장과 군수 (Small Town Rivals),/movie/bi/mi/basic.nhn?code=61639
624,20140704.0,비밀은 없다,비밀은 없다 (The Truth Beneath),/movie/bi/mi/basic.nhn?code=125802
625,20070034.0,그 여자 작사 그 남자 작곡,그 여자 작사 그 남자 작곡 (Music And Lyrics),/movie/bi/mi/basic.nhn?code=65769
626,20070367.0,지금 사랑하는 사람과 살고 있습니까?,지금 사랑하는 사람과 살고 있습니까? (Love Now),/movie/bi/mi/basic.nhn?code=65429
627,20070264.0,라따뚜이,라따뚜이 (Ratatouille),/movie/bi/mi/basic.nhn?code=65021
628,20070521.0,베오울프,베오울프 (Beowulf),/movie/bi/mi/basic.nhn?code=37236
629,20070083.0,향수 : 어느 살인자의 이야기,향수 - 어느 살인자의 이야기 (Perfume: The Story Of A Murderer),/movie/bi/mi/basic.nhn?code=52553
630,20070072.0,우아한 세계,우아한 세계 (The Show Must Go On),/movie/bi/mi/basic.nhn?code=47414
631,20070021.0,김관장 대 김관장 대 김관장,김관장 대 김관장 대 김관장 (Three Kims),/movie/bi/mi/basic.nhn?code=45802
632,20060345.0,에라곤,에라곤 (Eragon),/movie/bi/mi/basic.nhn?code=53813
633,20070381.0,마이 파더,마이 파더 (My Father),/movie/bi/mi/basic.nhn?code=65840
634,20070383.0,상사부일체,상사부일체 - 두사부일체 3 (The Mafia The Salesman),/movie/bi/mi/basic.nhn?code=65058
635,20090329.0,내 사랑 내 곁에,내 사랑 내 곁에 (Closer To Heaven),/movie/bi/mi/basic.nhn?code=51076
636,20070352.0,러시 아워 3,러시 아워 3 (Rush Hour 3),/movie/bi/mi/basic.nhn?code=36778
637,20060423.0,드림걸즈,드림걸즈 (Dreamgirls),/movie/bi/mi/basic.nhn?code=61450
638,20070379.0,두 얼굴의 여친,두 얼굴의 여친 (Two Faces Of My Girlfriend),/movie/bi/mi/basic.nhn?code=65532
639,20070103.0,리핑 10개의 재앙,리핑 - 10개의 재앙 (The Reaping),/movie/bi/mi/basic.nhn?code=65245
640,20070262.0,기담,기담 (奇談),/movie/bi/mi/basic.nhn?code=65963
641,20100286.0,귀 鬼,귀 (鬼),/movie/bi/mi/basic.nhn?code=71424
642,20060430.0,행복을 찾아서,행복을 찾아서 (The Pursuit of Happyness),/movie/bi/mi/basic.nhn?code=64354
643,20070294.0,디스터비아,디스터비아 (Disturbia),/movie/bi/mi/basic.nhn?code=65869
644,20070250.0,해부학 교실,해부학 교실 (Cadaver),/movie/bi/mi/basic.nhn?code=65535
645,20101281.0,일루셔니스트,일루셔니스트 (L'illusionniste),/movie/bi/mi/basic.nhn?code=76014
646,20119707.0,월드 인베이젼,월드 인베이젼 (World Invasion: Battle LA),/movie/bi/mi/basic.nhn?code=68437
647,20070424.0,인베이젼,인베이젼 (The Invasion),/movie/bi/mi/basic.nhn?code=57971
648,20070640.0,용의주도 미스신,용의주도 미스 신 (Miss Gold Digger),/movie/bi/mi/basic.nhn?code=66818
649,20070520.0,레지던트 이블 3 - 인류의 멸망,레지던트 이블 3 - 인류의 멸망 (Resident Evil: Extinction),/movie/bi/mi/basic.nhn?code=53825
650,20070097.0,동갑내기 과외하기 레슨 2,동갑내기 과외하기 레슨 2 (My Tutor Friend Lesson II),/movie/bi/mi/basic.nhn?code=44625
651,20070113.0,더블타겟,더블 타겟 (Shooter),/movie/bi/mi/basic.nhn?code=65113
652,20060425.0,사랑방 선수와 어머니,사랑방 선수와 어머니 (Love At Sarang),/movie/bi/mi/basic.nhn?code=62550
653,20159059.0,앨빈과 슈퍼밴드: 악동 어드벤처,앨빈과 슈퍼밴드: 악동 어드벤처 (Alvin and the Chipmunks: The Road Chip),/movie/bi/mi/basic.nhn?code=113301
654,20070562.0,앨빈과 슈퍼밴드,앨빈과 슈퍼밴드 (Alvin And The Chipmunks),/movie/bi/mi/basic.nhn?code=45130
655,20113311.0,앨빈과 슈퍼밴드3,앨빈과 슈퍼밴드 3 (Alvin and the Chipmunks: Chipwrecked),/movie/bi/mi/basic.nhn?code=84843
656,20090861.0,앨빈과 슈퍼밴드2,앨빈과 슈퍼밴드 2 (Alvin And The Chipmunks: The Squeakquel),/movie/bi/mi/basic.nhn?code=70637
657,20070254.0,샴,샴 (Alone),/movie/bi/mi/basic.nhn?code=66189
658,20070586.0,마고리엄의 장난감 백화점,마고리엄의 장난감 백화점 (Mr. Magorium's Wonder Emporium),/movie/bi/mi/basic.nhn?code=65000
659,20060422.0,비밀의 숲 테라비시아,비밀의 숲 테라비시아 (Bridge To Terabithia),/movie/bi/mi/basic.nhn?code=63845
660,20070462.0,내니 다이어리,내니 다이어리 (The Nanny Diaries),/movie/bi/mi/basic.nhn?code=63916
661,20147950.0,유아 넥스트,유아 넥스트 (You're Next),/movie/bi/mi/basic.nhn?code=87794
662,20060408.0,천년여우 여우비,"천년여우 여우비 (Yobi, The Five Tailed Fox)",/movie/bi/mi/basic.nhn?code=44044
663,20150020.0,사울의 아들,사울의 아들 (Saul fia),/movie/bi/mi/basic.nhn?code=139437
664,20060413.0,블러드 다이아몬드,블러드 다이아몬드 (Blood Diamond),/movie/bi/mi/basic.nhn?code=62265
665,20070107.0,내 생애 최악의 남자,내 생애 최악의 남자 (The Worst Man Of My Life),/movie/bi/mi/basic.nhn?code=61699
666,20070071.0,넘버23,넘버 23 (The Number 23),/movie/bi/mi/basic.nhn?code=65723
667,20070110.0,날아라 허동구,날아라 허동구 (Bunt),/movie/bi/mi/basic.nhn?code=61701
668,20070374.0,사랑의 레시피,사랑의 레시피 (No Reservations),/movie/bi/mi/basic.nhn?code=67513
669,20110312.0,미확인 동영상 : 절대클릭금지,미확인 동영상 : 절대클릭금지 (Don’t Click),/movie/bi/mi/basic.nhn?code=82906
670,20060397.0,클릭,클릭 (Click),/movie/bi/mi/basic.nhn?code=58437
671,20113890.0,고스트 라이더 : 복수의 화신,고스트 라이더 3D : 복수의 화신 (Ghost Rider: Spirit Of Vengeance),/movie/bi/mi/basic.nhn?code=79433
672,20070088.0,고스트 라이더,°í½ºÆ® ¶óÀÌ´õ (Ghost Rider),/movie/bi/mi/basic.nhn?code=57968
673,20060230.0,전설의 고향,전설의 고향 (The Evil Twin),/movie/bi/mi/basic.nhn?code=48036
674,20070610.0,싸움,싸움 (Venus And Mars),/movie/bi/mi/basic.nhn?code=66438
675,20070545.0,열한번째 엄마,열한번째 엄마 (11th Mother),/movie/bi/mi/basic.nhn?code=65433
676,20060420.0,쏜다,쏜다 (Big Bang),/movie/bi/mi/basic.nhn?code=61485
677,20070635.0,헤어스프레이,헤어스프레이 (Hairspray),/movie/bi/mi/basic.nhn?code=45535
678,20060409.0,미스 포터,미스 포터 (Miss Potter),/movie/bi/mi/basic.nhn?code=56252
679,20060375.0,샬롯의 거미줄,샬롯의 거미줄 (Charlotte's Web),/movie/bi/mi/basic.nhn?code=56225
680,20070042.0,좋지 아니한가,좋지 아니한가 (Shim's Family),/movie/bi/mi/basic.nhn?code=62342
681,20070504.0,스카우트,스카우트 (Scout),/movie/bi/mi/basic.nhn?code=66510
682,20071060.0,걸스카우트,걸스카우트 (Girl Scouts),/movie/bi/mi/basic.nhn?code=66025
683,20060391.0,묵공,묵공 (墨攻),/movie/bi/mi/basic.nhn?code=53609
684,20070117.0,서핑 업,서핑 업 (Surf's Up),/movie/bi/mi/basic.nhn?code=62896
685,20070096.0,눈부신 날에,눈부신 날에 (Shiny Day),/movie/bi/mi/basic.nhn?code=43493
686,20070317.0,1408,1408 (1408),/movie/bi/mi/basic.nhn?code=64995
687,20070025.0,한니발 라이징,한니발 라이징 (Hannibal Rising),/movie/bi/mi/basic.nhn?code=65435
688,20070092.0,메신져 - 죽은자들의 경고,메신져 - 죽은 자들의 경고 (The Messengers),/movie/bi/mi/basic.nhn?code=64154
689,20151111.0,빌리와 용감한 녀석들: 치킨 히어로,빌리와 용감한 녀석들: 치킨 히어로 (Un gallo con muchos huevos),/movie/bi/mi/basic.nhn?code=143083
690,20080379.0,포비든 킹덤: 전설의 마스터를 찾아서,포비든 킹덤 - 전설의 마스터를 찾아서 (功夫之王),/movie/bi/mi/basic.nhn?code=64920
691,20123483.0,문라이즈 킹덤 ,문라이즈 킹덤 (Moonrise Kingdom),/movie/bi/mi/basic.nhn?code=90537
692,20070261.0,에반 올마이티,에반 올마이티 (Evan Almighty),/movie/bi/mi/basic.nhn?code=65642
693,20070234.0,디센트,디센트 (The Descent),/movie/bi/mi/basic.nhn?code=52775
694,20100763.0,디센트: Part 2,디센트: Part 2 (The Descent: Part 2),/movie/bi/mi/basic.nhn?code=70117
695,20060282.0,브레이크 업 : 이별후애(愛),브레이크업 - 이별후애 (The Break-Up),/movie/bi/mi/basic.nhn?code=60486
696,20070305.0,두 사람이다,두 사람이다 (Someone Behind You),/movie/bi/mi/basic.nhn?code=64273
697,20070064.0,"심슨가족, 더무비","심슨 가족, 더 무비 (The Simpsons Movie)",/movie/bi/mi/basic.nhn?code=65735
698,20070456.0,비커밍 제인,비커밍 제인 (Becoming Jane),/movie/bi/mi/basic.nhn?code=64242
699,20070642.0,아메리칸 갱스터,아메리칸 갱스터 (American Gangster),/movie/bi/mi/basic.nhn?code=62175
700,20070108.0,철없는 그녀의 아찔한 연애코치,철없는 그녀의 아찔한 연애코치 (Because I Said So),/movie/bi/mi/basic.nhn?code=65109
701,20070454.0,원스,원스 (Once),/movie/bi/mi/basic.nhn?code=65998
702,20080011.0,원스어폰어타임,원스 어폰 어 타임 (Once Upon A Time),/movie/bi/mi/basic.nhn?code=69207
703,20070013.0,아버지의 깃발,아버지의 깃발 (Flags Of Our Fathers),/movie/bi/mi/basic.nhn?code=45709
704,20060398.0,록키 발보아,록키 발보아 (Rocky Balboa),/movie/bi/mi/basic.nhn?code=62556
705,20070124.0,닌자거북이 TMNT,닌자 거북이 TMNT (TMNT),/movie/bi/mi/basic.nhn?code=57178
706,20070029.0,블랙북,블랙북 (Zwartboek),/movie/bi/mi/basic.nhn?code=61095
707,20080034.0,잠수종과 나비,잠수종과 나비 (Le Scaphandre Et Le Papillon),/movie/bi/mi/basic.nhn?code=66795
708,20070474.0,더 버터플라이,더 버터플라이 (Butterfly On A Wheel),/movie/bi/mi/basic.nhn?code=68269
709,20070348.0,죽어도 해피엔딩,죽어도 해피 엔딩 (Femme Fatal),/movie/bi/mi/basic.nhn?code=66625
710,20070643.0,헨젤과 그레텔,헨젤과 그레텔,/movie/bi/mi/basic.nhn?code=65067
711,20070641.0,가면,가면 (Rainbow Eyes),/movie/bi/mi/basic.nhn?code=65064
712,20070555.0,골든 에이지,골든 에이지 (Elizabeth: The Golden Age),/movie/bi/mi/basic.nhn?code=65091
